EIN2,F9_00_ORG_NAME_L1,F9_00_ORG_ADDR_CITY,F9_00_ORG_ADDR_STATE,F9_08_REV_PROG_DESC
EIN-54-2144418,OCL PROPERTIES IX INC,RONKONKOMA,NY,623990.0
EIN-54-2145297,INDEPENDENT CONNECTICUT PETROLEUM ASSOCIATION EDUCATION FOUNDATION,CROMWELL,CT,611519.0
EIN-54-2148180,FAMILY ENRICHMENT SOCIETY OF CERRITOS,SIMI VALLEY,CA,900099.0
EIN-54-2149384,DREAM MAKERS YOUTH FOUNDATION INC,SMYRNA,GA,624410.0
EIN-54-2151209,STREETLIGHT COMMUNITY OUTREACH MINISTRIES,WOODBRIDGE,VA,611710.0
EIN-54-2151231,HARRY ROSEN HOUSE FOUNDATION INC,MILFORD,CT,624200.0
EIN-54-2152610,BOOKMARKS,WINSTON SALEM,NC,451211.0
EIN-54-2152883,NATIONAL SAILING HALL OF FAME MUSEUM INC,NEWPORT,RI,713990.0
EIN-54-2153828,VILLAGE AT ST BARNABAS INC,GIBSONIA,PA,623000.0
EIN-54-2153829,WASHINGTON PLACE AT ST BARNABAS INC,GIBSONIA,PA,623000.0
EIN-54-2162112,ENCORE PROGRAMS INC A NONPROFIT PUBLIC BENEFIT CORPORATION,HUNTINGTN BCH,CA,611600.0
EIN-54-2163470,CHRIST SCHOOL INC,WARNER ROBINS,GA,611600.0
EIN-54-2164621,ST JOHNS MEDICAL SERVICES PC,GARDEN CITY,NY,621400.0
EIN-54-2166208,CHERBONAY AT MARSALIS INDEPENDENT LIVING INC,DALLAS,TX,531110.0
EIN-54-2168612,INDIAN ROCK SUPPORTIVE HOUSING INC,LYNN,MA,531110.0
EIN-54-2171614,LOUDOUN FIRST RESPONDERS FOUNDATION INC,ALDIE,VA,900099.0
EIN-54-2172556,CURRY PUBLIC TRANSIT,BROOKINGS,OR,485000.0
EIN-54-2174467,LEADERSHIP ROUNDTABLE INC,WASHINGTON,DC,900099.0
EIN-54-2181108,SECOND CHANCE SPCA,PLANO,TX,900099.0
EIN-54-2189144,FIRST NV,LAS VEGAS,NV,611600.0
EIN-54-2189687,THE SACRED FIRE FOUNDATION INC,SANTA FE,NM,900099.0
EIN-54-2190777,FRIENDSHIP COMMUNITY IMPROVEMENT CORPORATION,AIKEN,SC,531390.0
EIN-54-2193014,BANNING LEWIS RANCH ACADEMY INC,COLORADO SPGS,CO,611110.0
EIN-54-6000120,BARTER FOUNDATION INCORPORATED STATE THEATRE OF VIRGINIA,ABINGDON,VA,711110.0
EIN-54-6002886,WINCHESTER DAY NURSERY INC,WINCHESTER,VA,624410.0
EIN-54-6026404,HISTORIC RICHMOND FOUNDATION-THE WILLIAM BYRD BRANCH OF APVA PRESER,RICHMOND,VA,900099.0
EIN-54-6026892,LYNCHBURG COVENANT FELLOWSHIP INC,LYNCHBURG,VA,531310.0
EIN-54-6035735,SIGMA NU EDUCATIONAL FOUNDATION INC,LEXINGTON,VA,900099.0
EIN-54-6037909,TUCKAHOE VOLUNTEER RESCUE SQUAD INC,RICHMOND,VA,621910.0
EIN-54-6038285,VIRGINIA ACADEMY OF SCIENCE,RICHMOND,VA,900099.0
EIN-54-6042106,THE VIRGINIA HOSPITAL CENTER ARLINGTON AUXILIARY INC,ARLINGTON,VA,900099.0
EIN-54-6043163,FOUNDATION FOR HISTORIC CHRIST CHURCH INCORPORATED,IRVINGTON,VA,900099.0
EIN-54-6043572,FAMILY CAREER AND COMMUNITY LEADERS OF AMERICA INC,BIG STONE GAP,VA,611710.0
EIN-54-6044234,CLARKE COUNTY HISTORICAL ASSOCIATION INC,BERRYVILLE,VA,900099.0
EIN-54-6044296,HUMANE SOCIETY OF WARREN COUNTY INC ORPORATED,FRONT ROYAL,VA,900099.0
EIN-54-6044662,NATIONAL FFA FOUNDATION INC,INDIANAPOLIS,IN,900099.0
EIN-54-6047133,VIRGINIA BEACH RESCUE SQUAD INC,VIRGINIA BCH,VA,621910.0
EIN-54-6048585,MEMORIAL FOUNDATION OF THE GERMANNA COLONIES IN VIRGINIA INC,LOCUST GROVE,VA,561520.0
EIN-54-6048621,RESCUE SQUAD OF CLIFTON FORGE VA INC,CLIFTON FORGE,VA,624200.0
EIN-54-6051298,LEWIS-GALE FOUNDATION,ROANOKE,VA,611710.0
EIN-54-6052358,HISTORIC FREDERICKSBURG FOUNDATION INC,FREDERICKSBRG,VA,561520.0
EIN-54-6052415,LORTON VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD,LORTON,VA,611430.0
EIN-54-6052427,GEORGE C MARSHALL RESEARCH FOUNDATION,LEXINGTON,VA,900099.0
EIN-54-6053188,PLAINS VOLUNTEER FIRE CO,THE PLAINS,VA,561612.0
EIN-54-6053473,FORT HUNT YOUTH ATHLETIC ASSOCIATION INC,ALEXANDRIA,VA,711211.0
EIN-54-6053631,TUCKAHOE SPORTS INC,HENRICO,VA,900000.0
EIN-54-6053662,NATIONAL SPORTING LIBRARY INCORPORATED,MIDDLEBURG,VA,900099.0
EIN-54-6053990,WAVERLY RESCUE SQUAD INC,WAVERLY,VA,621910.0
EIN-54-6054055,BUCHANAN HALL CORP,UPPERVILLE,VA,531190.0
EIN-54-6054855,VIRGINIA FOUNDATION FOR ARCHITECTURE INCORPORATED,RICHMOND,VA,900099.0
EIN-54-6055922,VIRGINIA LIVING MUSEUM INC,NEWPORT NEWS,VA,900099.0
EIN-54-6055999,UNIVERSITY FILM & VIDEO ASSOCIATION,COLORADO SPGS,CO,900099.0
EIN-54-6056616,SMITHFIELD RECREATION ASSOCIATION INC,SMITHFIELD,VA,713940.0
EIN-54-6059009,CULTUREWORKS INC,RICHMOND,VA,711300.0
EIN-54-6064956,HUMANE SOCIETY OF FAIRFAX COUNTY INC,FAIRFAX,VA,453000.0
EIN-54-6069177,HISTORIC LEXINGTON FOUNDATION,LEXINGTON,VA,900099.0
EIN-54-6071276,YORK COUNTY VOLUNTEER ASSOCIATION,YORKTOWN,VA,453310.0
EIN-54-6073412,FRIENDSHIP INDUSTRIES INC,ROCKINGHAM,VA,900099.0
EIN-54-6074529,HALIFAX REGIONAL LONG-TERM CARE INC,NORFOLK,VA,623000.0
EIN-54-6076244,VIRGINIA TRUST FOR HISTORIC PRESERVATION,ALEXANDRIA,VA,900099.0
EIN-54-6076656,SHENANDOAH VALLEY MUSIC FESTIVAL,WOODSTOCK,VA,711300.0
EIN-54-6112680,GREATER LYNCHBURG COMMUNITY FOUNDATION,LYNCHBURG,VA,525920.0
EIN-54-6133447,WOODSTOCK VOLUNTEER FIRE DEPARTMENT,WOODSTOCK,VA,922160.0
EIN-54-6433122,WILLIAMSBURG LANDING CONTINUING CARE TR,WILLIAMSBURG,VA,900099.0
EIN-55-0158001,WORKABLE INDUSTRIES INC,STONEWOOD,WV,900099.0
EIN-55-0265080,RIDGELEY VOLUNTEER FIRE CO,RIDGELEY,WV,621910.0
EIN-55-0326802,STATE FAIR OF WEST VIRGINIA INC,LEWISBURG,WV,900099.0
EIN-55-0329724,ELKINS REGIONAL CONVALESCENT CENTER INC,ELKINS,WV,623000.0
EIN-55-0340325,KIWANIS DAY NURSERY,HUNTINGTON,WV,624410.0
EIN-55-0346301,CHARLESTON LIGHT OPERA GUILD INC,CHARLESTON,WV,711110.0
EIN-55-0357013,BOY SCOUTS OF AMERICA,CHARLESTON,WV,900099.0
EIN-55-0357014,BOY SCOUTS OF AMERICA,WHEELING,WV,900099.0
EIN-55-0357016,BOY SCOUTS OF AMERICA,FAIRMONT,WV,900099.0
EIN-55-0357045,REYNOLDS MEMORIAL HOSPITAL INC,GLEN DALE,WV,621110.0
EIN-55-0357056,WEST VIRGINIA WESLEYAN COLLEGE,BUCKHANNON,WV,611310.0
EIN-55-0357058,YOUNG MENS CHRISTIAN ASSN OF CHARLESTON AND THE KANAWHA VALLEY,CHARLESTON,WV,900099.0
EIN-55-0357059,YOUNG MENS CHRISTIAN ASSOCIATION,PARKERSBURG,WV,624110.0
EIN-55-0357060,YWCA OF CHARLESTON WEST VIRGINIA INC,CHARLESTON,WV,624410.0
EIN-55-0357063,YOUNG WOMENS CHRISTIAN ASSOCIATION OF WHEELING WV,WHEELING,WV,230000.0
EIN-55-0357073,CHARLES W CAMMACK CHILDRENS CENTER INC,HUNTINGTON,WV,623990.0
EIN-55-0357074,FAMILY SERVICE UPPER OHIO VALLEY INC,WHEELING,WV,624100.0
EIN-55-0359009,KINGS DAUGHTERS CHILD CARE CENTERS INC,WHEELING,WV,624410.0
EIN-55-0359755,JEFFERSON MEMORIAL HOSPITAL,RANSON,WV,621110.0
EIN-55-0360198,CHILDRENS HOME OF WHEELING,WHEELING,WV,624100.0
EIN-55-0362615,WELTY HOME FOR THE AGED INC,WHEELING,WV,623000.0
EIN-55-0363850,FAMILY SERVICE OF MARION AND HARRISON COUNTIES INC,FAIRMONT,WV,621610.0
EIN-55-0364150,FAMILY COUNSELING CONNECTION INC,CHARLESTON,WV,624100.0
EIN-55-0365158,FLORENCE CRITTENTON PROGRAMS INC,WHEELING,WV,624100.0
EIN-55-0372580,MONTGOMERY GENERAL HOSPITAL INC,MONTGOMERY,WV,622110.0
EIN-55-0375433,DAVIS MEMORIAL HOSPITAL,ELKINS,WV,622110.0
EIN-55-0376118,CHILDRENS THERAPY CLINIC INC,CHARLESTON,WV,621300.0
EIN-55-0376877,YOUNG MENS CHRISTIAN ASSOCIATION,ELKINS,WV,624100.0
EIN-55-0379108,BROADDUS HOSPITAL ASSOCIATION INC,PHILIPPI,WV,622110.0
EIN-55-0380828,GOODWILL INDUSTRIES OF KANAWHA VALLEY INC,CHARLESTON,WV,453000.0
EIN-55-0383321,CITY HOSPITAL INC,MARTINSBURG,WV,621110.0
EIN-55-0392773,UNION RESCUE MISSION INC,FAIRMONT,WV,624200.0
EIN-55-0396103,ARC OF THE THREE RIVERS INC,CHARLESTON,WV,624100.0
EIN-55-0396254,GREENBRIER COUNTY YOUTH CAMP INC,LEWISBURG,WV,721000.0
EIN-55-0397261,YOUNG MENS CHRISTIAN ASSOCIATION,HUNTINGTON,WV,624100.0
EIN-55-0402344,WEIRTON CHRISTIAN CENTER,WEIRTON,WV,531110.0
EIN-55-0404377,HUMANE SOCIETY OF PARKERSBURG W VA,PARKERSBURG,WV,522200.0
EIN-55-0404907,WOOD COUNTY HOME CORPORATION,PARKERSBURG,WV,623990.0
EIN-55-0419191,MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS INC,FAIRMONT,WV,621400.0
EIN-55-0420373,GIRL SCOUTS OF BLACK DIAMOND COUNCIL,CHARLESTON,WV,900099.0
EIN-55-0420956,POTOMAC VALLEY HOSPITAL INC,KEYSER,WV,900099.0
EIN-55-0421569,MONONGALIA HOME CORPORATION,MORGANTOWN,WV,623000.0
EIN-55-0436164,GENERAL COUNCIL OF THE ASSEMBLIES OF GOD,GAINESVILLE,VA,900099.0
EIN-55-0439995,JOHN W HEREFORD BOYS AND GIRLS CLUBS OF HUNTINGTON INC,HUNTINGTON,WV,713940.0
EIN-55-0451132,HUMANE SOCIETY OF HARRISON COUNTY INC OF WEST VIRGINIA,SHINNSTON,WV,900099.0
EIN-55-0452151,RUSSELL NESBITT SERVICES INC,WHEELING,WV,611710.0
EIN-55-0457248,DISABILITY ACTION CENTER INC,FAIRMONT,WV,611600.0
EIN-55-0459646,INTERNATIONAL MOTHERS DAY SHRINE INC,GRAFTON,WV,999999.0
EIN-55-0460046,MARTINSBURG UNION RESCUE MISSION INC,MARTINSBURG,WV,900099.0
EIN-55-0464596,YOUNG MENS CHRISTIAN ASSOCIATION OF SOUTHERN WEST VIRGINIA INC,BECKLEY,WV,813410.0
EIN-55-0465880,WEST VIRGINIA INDEPENDENT COLLEGES AND UNIVERSITIES INC,CHARLESTON,WV,900099.0
EIN-55-0479290,SW RESOURCES INC,PARKERSBURG,WV,310000.0
EIN-55-0479715,ASSOCIATION OF GOSPEL RESCUE MISSIONS,COLORADO SPGS,CO,900099.0
EIN-55-0480001,RALEIGH COUNTY COMMUNITY ACTION ASSOCIATION INC,BECKLEY,WV,480000.0
EIN-55-0481419,MOUNTAINHEART COMMUNITY SERVCES INC,OCEANA,WV,624100.0
EIN-55-0483699,APPALACHIAN COMMUNITY HEALTH CENTER INC,ELKINS,WV,900099.0
EIN-55-0484580,GREENBRIER REPERTORY THEATRE COMPANY,LEWISBURG,WV,711110.0
EIN-55-0485320,MERCER COUNTY OPPORTUNITY INDUSTRIES INC,PRINCETON,WV,624310.0
EIN-55-0485438,NICHOLAS COMMUNITY ACTION PARTNERSHIP INC,SUMMERSVILLE,WV,900099.0
EIN-55-0486791,YOUNG MENS CHRISTIAN ASSOCIATION HARRISON COUNTY,CLARKSBURG,WV,813410.0
EIN-55-0486792,CEREDO KENOVA COMMUNITY CENTER INC,CEREDO,WV,713990.0
EIN-55-0488188,CENTRAL WEST VIRGINIA COMMUNITY ACTION ASSOCIATION INC,CLARKSBURG,WV,611710.0
EIN-55-0491651,SUMMERSVILLE REGIONAL MEDICAL CENTER,SUMMERSVILLE,WV,622110.0
EIN-55-0492006,WEST VIRGINIA UNIVERSITY MEDICAL CORPORATION,MORGANTOWN,WV,621110.0
EIN-55-0522286,WEST VIRGINIA SHEET METAL WORKERS JOINT APPRENTICESHIP TRAINING,PARKERSBURG,WV,900099.0
EIN-55-0522469,HEART & HAND,PHILIPPI,WV,445200.0
EIN-55-0523218,ST JOSEPHS DAY CARE CENTER INC,MARTINSBURG,WV,624410.0
EIN-55-0524309,WEST VIRGINIA UNIVERSITY DENTAL CORPORATION,MORGANTOWN,WV,621110.0
EIN-55-0524967,WEST VIRGINIA LABORERS TRAINING,MINERAL WELLS,WV,230000.0
EIN-55-0525522,SALEM SEVENTH DAY BAPTIST HOUSING CORPORATION,SALEM,WV,900099.0
EIN-55-0525724,UNITED HOSPITAL CENTER INC,BRIDGEPORT,WV,621500.0
EIN-55-0526150,CHARLESTON AREA MEDICAL CENTER INC,CHARLESTON,WV,621990.0
EIN-55-0526930,AMERICAN ASSOCIATION OF ZOOLOGICAL PARKS AND AQUARIUMS INC,SILVER SPRING,MD,900099.0
EIN-55-0527848,PLEASANT ACRES CHRISTIAN HAVEN ASSOCIATION,FAIRMONT,WV,623990.0
EIN-55-0528357,PACE ENTERPRISES OF WEST VIRGINIA INC,MORGANTOWN,WV,624310.0
EIN-55-0533271,CLARKSBURG-HARRISON CULTURAL FOUNDATION INC,CLARKSBURG,WV,711300.0
EIN-55-0536022,MORGANTOWN AREA MEALS ON WHEELS,MORGANTOWN,WV,624210.0
EIN-55-0538778,MONONGALIA COUNTY SOCIETY FOR DISABLED CHILDREN AND ADULTS,MORGANTOWN,WV,713940.0
EIN-55-0539692,QUALITY INSIGHTS INC,CHARLESTON,WV,541900.0
EIN-55-0539897,KANAWHA PASTORAL COUNSELING CENTER INC,CHARLESTON,WV,624100.0
EIN-55-0541649,CLAY-BATTELLE HEALTH SERVICES ASSOCIATION,BLACKSVILLE,WV,621110.0
EIN-55-0544674,BERKELEY COUNTY HUMANE SOCIETY,MARTINSBURG,WV,900099.0
EIN-55-0545829,WEST VIRGINIA FORESTRY ASSOCIATION,CHARLESTON,WV,110000.0
EIN-55-0547184,PRICKETTS FORT MEMORIAL FOUNDATION INC,FAIRMONT,WV,900099.0
EIN-55-0547603,PENDLETON MANOR INC,FRANKLIN,WV,623000.0
EIN-55-0549994,CLAYMONT SOCIETY FOR CONTINIOUS EDUCATION INC,CHARLES TOWN,WV,611710.0
EIN-55-0553594,WEST VIRGINIA HUMANITIES COUNCIL INC,CHARLESTON,WV,900099.0
EIN-55-0559408,PANHANDLE HOME HEALTH INC,MARTINSBURG,WV,621610.0
EIN-55-0560842,DAYMARK INC,CHARLESTON,WV,624100.0
EIN-55-0562381,PRICHARD VOLUNTEER FIRE DEPT,PRICHARD,WV,621910.0
EIN-55-0562752,KAMP CENTRAL AMBULANCE SERVICE INC,KINGWOOD,WV,621910.0
EIN-55-0563106,SENECA HEALTH SERVICES INC,SUMMERSVILLE,WV,624100.0
EIN-55-0568989,CHRISTIAN HELP INC,MORGANTOWN,WV,624100.0
EIN-55-0570232,SLANESVILLE VOLUNTEER FIRE AND RESCUE COMPANY INC,SLANESVILLE,WV,900099.0
EIN-55-0576523,PRESTON COUNTY WORKSHOP INC,REEDSVILLE,WV,310000.0
EIN-55-0578982,SHORT GAP VOLUNTEER FIRE COMPANY,RIDGELEY,WV,621910.0
EIN-55-0580727,KEYSER EMERGENCY MEDICAL SERVICE INC,KEYSER,WV,621910.0
EIN-55-0581803,WEST VIRGINIA CHRISTIAN YOUTH CAMP,LOST CREEK,WV,624110.0
EIN-55-0581982,CHARLESTON MEDICAL CENTER HOUSING CORPORATION,CHARLESTON,WV,531110.0
EIN-55-0582056,KANAWHA COUNTY DENTAL HEALTH COUNCIL INC,CHARLESTON,WV,621990.0
EIN-55-0592596,CAMDEN ON GAULEY MEDICAL CENTER INC,CAMDEN ON GLY,WV,621110.0
EIN-55-0592904,WEST VIRGINIA GOLF ASSOCIATION,CHARLESTON,WV,711300.0
EIN-55-0593134,NORTHERN GREENBRIER HEALTH CLINIC INC,WILLIAMSBURG,WV,621300.0
EIN-55-0596790,GREENBRIER COUNTY HUMANE SOCIETY INC,LEWISBURG,WV,900099.0
EIN-55-0596975,SPECIAL OLYMPICS WEST VIRGINIA INC,HURRICANE,WV,711300.0
EIN-55-0597146,HUMANE SOCIETY OF RALEIGH COUNTY INC,BECKLEY,WV,541900.0
EIN-55-0600859,WAHA INC,WHEELING,WV,711210.0
EIN-55-0605049,MEALS ON WHEELS OF JEFFERSON COUNTY INC,CHARLES TOWN,WV,900099.0
EIN-55-0607861,JANE LEW VOLUNTEER FIRE DEPARTMENT,JANE LEW,WV,621910.0
EIN-55-0611100,MOUNTAINEER FOOD BANK INC,GASSAWAY,WV,900099.0
EIN-55-0611919,BRAXTON COUNTY MEMORIAL HOSPITAL INC,GASSAWAY,WV,621110.0
EIN-55-0615265,ROMNEY FIRE COMPANY,ROMNEY,WV,621990.0
EIN-55-0615410,WEIRTON HEALTH CARE INC,WEIRTON,WV,623990.0
EIN-55-0618188,MORGANTOWN HOCKEY ASSOCIATION INCORPORATED,DELLSLOW,WV,711210.0
EIN-55-0619425,SHAVERS FORK FIRE RESCUE INC,SNOWSHOE,WV,621910.0
EIN-55-0620548,GENESIS YOUTH CRISIS CENTER INC,CLARKSBURG,WV,623990.0
EIN-55-0621706,UNITED HEALTH FOUNDATION INC,BRIDGEPORT,WV,900099.0
EIN-55-0622249,HOSPICE OF SOUTHERN WEST VIRGINIA INC,BECKLEY,WV,621610.0
EIN-55-0623339,MONTGOMERY GENERAL ELDERLY CARE CENTER INC,MONTGOMERY,WV,623000.0
EIN-55-0626891,POTOMAC VALLEY AUDUBON SOCIETY INC,SHEPHERDSTOWN,WV,611710.0
EIN-55-0627933,ROANE COUNTY FAMILY HEALTH CARE INC,SPENCER,WV,621110.0
EIN-55-0628521,MASON COUNTY FAIR INC,PT PLEASANT,WV,713990.0
EIN-55-0629032,MINNIE HAMILTON HEALTH CARE CENTER,GRANTSVILLE,WV,622110.0
EIN-55-0629135,CHANGE INCORPORATED,WEIRTON,WV,621110.0
EIN-55-0630721,BUSINESS DEVELOPMENT CORPORATION OF THE NORTHERN PANHANDLE,WEIRTON,WV,531120.0
EIN-55-0631080,RONALD MCDONALD HOUSE CHARITIES OF SOUTHERN WEST VIRGINIA INC,CHARLESTON,WV,624200.0
EIN-55-0631216,SHACK NEIGHBORHOOD HOUSE INC,MORGANTOWN,WV,624410.0
EIN-55-0631259,OHIO-WEST VIRGINIA YOUTH LEADERSHIP ASSOCIATION,PT PLEASANT,WV,900099.0
EIN-55-0633330,CAPON SPRINGS VOLUNTEERS FIRE & RESCUE,CAPON SPRINGS,WV,541900.0
EIN-55-0634164,MCNEILLS RANGERS INC,KEYSER,WV,711110.0
EIN-55-0635376,DODDRIDGE COUNTY FAIR COMMISSION INC,WEST UNION,WV,713110.0
EIN-55-0638372,FOSTORIA GLASS SOCIETY OF AMERICA INC,MOUNDSVILLE,WV,900099.0
EIN-55-0638563,UNITED PHYSICIANS CARE INC,SHINNSTON,WV,621110.0
EIN-55-0639668,CARNEGIE HALL A CORPORATION,LEWISBURG,WV,711190.0
EIN-55-0639708,PARSONS VOLUNTEER FIRE DEPARTMENT INCORPORATED,PARSONS,WV,900099.0
EIN-55-0641484,FAITH CHRISTIAN ACADEMY INC,MARTINSBURG,WV,611600.0
EIN-55-0643304,WEST VIRGINIA UNIVERSITY HOSPITALS INC,MORGANTOWN,WV,621110.0
EIN-55-0643445,RONALD MCDONALD HOUSE CHARITIES OF HUNTINGTON INC,HUNTINGTON,WV,624221.0
EIN-55-0650441,WEST VIRGINIA HEALTH CARE COOPERATIVE INC,SUMMERSVILLE,WV,621110.0
EIN-55-0652764,PRINCETON RESCUE SQUAD INC,PRINCETON,WV,621910.0
EIN-55-0661130,COMMUNITY RESOURCES INC,PARKERSBURG,WV,900099.0
EIN-55-0664923,INDIA CENTER INC,S CHARLESTON,WV,531110.0
EIN-55-0666746,LEADERSHIP WEST VIRGINIA INC,CHARLESTON,WV,611430.0
EIN-55-0670538,GREATER WHEELING COALITION FOR THE HOMELESS INC,WHEELING,WV,624200.0
EIN-55-0670839,RELIGIOUS COALITION FOR COMMUNITY RENEWAL INC,CHARLESTON,WV,531110.0
EIN-55-0673518,KANAWHA VALLEY HOMES INC,COLUMBUS,OH,531110.0
EIN-55-0675004,CABELL COUNTY FAIR BOARD INC,MILTON,WV,900099.0
EIN-55-0679539,HABITAT FOR HUMANITY INTERNATIONAL INC,CHARLESTON,WV,531190.0
EIN-55-0681046,WEST VIRGINIA PUBLIC THEATRE,MORGANTOWN,WV,711110.0
EIN-55-0681292,MORGANTOWN PASTORAL COUNSELING CENTER INC,MORGANTOWN,WV,624100.0
EIN-55-0681969,HEALTHNET AEROMEDICAL SERVICES INC,CHARLESTON,WV,621910.0
EIN-55-0686269,BARBOUR COUNTY EMERGENCY SQUAD INC,PHILIPPI,WV,621910.0
EIN-55-0687098,TUCKER COMMUNITY FOUNDATION,PARSONS,WV,900099.0
EIN-55-0687356,LOST CREEK FIRE COMPANY,LOST CREEK,WV,480000.0
EIN-55-0691720,RANDOLPH COUNTY HUMANE SOCIETY,ELKINS,WV,813312.0
EIN-55-0695143,VALLEY HEALTH CARE INC,MILL CREEK,WV,621110.0
EIN-55-0698886,OIL GAS AND INDUSTRIAL HISTORICAL ASSOCIATION INC,PARKERSBURG,WV,611710.0
EIN-55-0701751,FOLSOM VOLUNTEER FIRE DEPT I,FOLSOM,WV,621990.0
EIN-55-0702071,VALLEY GROVE VOLUNTEER FIRE DEPT,VALLEY GROVE,WV,922160.0
EIN-55-0702900,TRI-COUNTY YMCA INC,SCOTT DEPOT,WV,813410.0
EIN-55-0704642,NEW CUMBERLAND AMBULANCE SERVICE INC,NEW CUMBERLAND,WV,621910.0
EIN-55-0704740,KENOVA VOLUNTEER FIRE DEPT,KENOVA,WV,621910.0
EIN-55-0706014,HANCOCK COUNTY HUMANE FOUNDATION INC,NEW CUMBERLND,WV,900099.0
EIN-55-0706282,MOUNTAIN HOSPICE INC,BELINGTON,WV,621610.0
EIN-55-0710393,BIG CREEK PEOPLE IN ACTION INC,WAR,WV,900099.0
EIN-55-0711154,UNLIMITED FUTURE INCORPORATED,HUNTINGTON,WV,611600.0
EIN-55-0711349,CONTEMPORARY AMERICAN THEATRE FESTIVAL INC,SHEPHERDSTOWN,WV,711110.0
EIN-55-0712146,UPSHUR COOPERATIVE PARISH INC,BUCKHANNON,WV,448000.0
EIN-55-0717058,GUYANDOTTE CIVIL WAR DAYS & RAID ON GUYANDOTTE INC,HUNTINGTON,WV,900099.0
EIN-55-0718341,CHARLES T CHUCK MATHENA II FOUNDATION INC,PRINCETON,WV,711300.0
EIN-55-0718411,TRI-STATE FIRE SCHOOL ASSOCIATION INC,HUNTINGTON,WV,611710.0
EIN-55-0719285,WEST VIRGINIA PUBLIC BROADCASTING FOUNDATION INC,CHARLESTON,WV,900099.0
EIN-55-0719385,OLD BRICK PLAYHOUSE COMPANY,ELKINS,WV,711510.0
EIN-55-0719936,DEERWALK VOLUNTEER FIRE DEPT INC,WALKER,WV,531190.0
EIN-55-0721553,PHILANTHROPY WEST VIRGINIA INC,MORGANTOWN,WV,561499.0
EIN-55-0722166,CHILDHOOD LANGUAGE CENTER INC,CHARLESTON,WV,621300.0
EIN-55-0724084,LITTLE KIDS DAY CARE CENTER INC,CHARLESTON,WV,624410.0
EIN-55-0727345,KANAWHA INSTITUTE FOR SOCIAL RESEARCH & ACTION INC,DUNBAR,WV,624410.0
EIN-55-0728726,WEST VIRGINIA MUSEUM OF AMERICAN GLASS LTD,WESTON,WV,712110.0
EIN-55-0729764,CENTER FOR RURAL HEALTH DEVELOPMENT INC,HURRICANE,WV,522291.0
EIN-55-0730654,DIGNITY HOSPICE OF SOUTHERN WEST VIRGINIA INC,CHAPMANVILLE,WV,621610.0
EIN-55-0732101,HARDY COUNTY CHILD CARE CENTER INC,MOOREFIELD,WV,624410.0
EIN-55-0734181,DODDRIDGE COUNTY EMERGENCY SQUAD IN C,WEST UNION,WV,621910.0
EIN-55-0735140,TRIUNE-HALLECK VOLUNTEER FIRE DEPARTMENT INC,MORGANTOWN,WV,922160.0
EIN-55-0735503,WILDERNESS VOLUNTEER FIRE DEPARTMENT INC,MOUNT LOOKOUT,WV,621910.0
EIN-55-0737283,MOUNDSVILLE ECONOMIC DEVELOPMENT COUNCIL INC,MOUNDSVILLE,WV,561520.0
EIN-55-0737655,DAVIS HEALTH SYSTEM INC,ELKINS,WV,561000.0
EIN-55-0738182,DIABETES CAMP OF WEST VIRGINIA,MORGANTOWN,WV,611710.0
EIN-55-0742242,WOOD COUNTY CHRISTIAN SCHOOL,WILLIAMSTOWN,WV,611110.0
EIN-55-0742839,PLAYMATES PRE-SCHOOL AND CHILD CARE CENTERS,HUNTINGTON,WV,624410.0
EIN-55-0745648,WEST VIRGINIA LOCAL HEALTH INCORPORATED,BARBOURSVILLE,WV,541990.0
EIN-55-0746643,PARTNERS IN HEALTH NETWORK INC,CHARLESTON,WV,900099.0
EIN-55-0747470,THE AUXILIARY OF CITY HOSPITAL INC,MARTINSBURG,WV,900099.0
EIN-55-0748332,MOUNTAIN STATE JUSTICE INC,CHARLESTON,WV,541100.0
EIN-55-0749741,LARRY JOE HARLESS COMMUNITY CENTER FOUNDTION,GILBERT,WV,900099.0
EIN-55-0750837,SELBYVILLE VOL FIRE DEPT INC,SELBYVILLE,WV,900099.0
EIN-55-0751563,FLORENCE CRITTENTON SERVICES INC,WHEELING,WV,561000.0
EIN-55-0751892,HOUSE OF THE CARPENTER INC,WHEELING,WV,900099.0
EIN-55-0753754,CAMC HEALTH EDUCATION AND RESEARCH INSTITUTE INC,CHARLESTON,WV,611710.0
EIN-55-0754713,WEST VIRGINIA UNITED HEALTH SYSTEM INC,MORGANTOWN,WV,900099.0
EIN-55-0754775,WEST VIRGINIA BOTANIC GARDEN INC,MORGANTOWN,WV,110000.0
EIN-55-0755905,HEAVEN SENT MINISTRIES INCORPORATED,PRINCETON,WV,624100.0
EIN-55-0759467,WHITE SULPHUR SPRINGS EMERGENCY MEDICAL SERVICE INC,WHT SPHR SPGS,WV,621910.0
EIN-55-0759528,WEST VIRGINIA ASSOCIATION OF CONSERVATION DISTRICTS INC,SUTTON,WV,611430.0
EIN-55-0761158,RIPLEY MAIN STREET,RIPLEY,WV,711300.0
EIN-55-0763357,HUMANE SOCIETY OF POCAHONTAS COUNTY,MARLINTON,WV,900099.0
EIN-55-0763480,WELCH VOLUNTEER FIRE DEPARTMENT,WELCH,WV,900099.0
